food_id,food_name,food_group,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,allergies,region,serving_size_g,food_type,protein_calorie_ratio,nutrient_score,health_score,diversity_score,energy_category,allergy_list,contains_milk,contains_egg,contains_peanut,contains_tree_nut,contains_soy,contains_wheat,contains_fish,contains_shellfish,contains_gluten,contains_sesame,protein_g_normalized,fat_g_normalized,carb_g_normalized,protein_kcal,fat_kcal,carb_kcal,protein_pct,fat_pct,carb_pct
348,shondesh,vegetarian,209.0,40.63888889,6.966666667,5.805555556,20.9,2.322222222,0.0,gluten,west bengal,100,dinner,0.03333333333,1.161111111,1.0,1,Low,['gluten'],False,False,False,False,False,False,False,False,True,False,0.12457618910011675,0.15378421901449274,0.5292998478082191,27.866666668,52.250000004,162.55555556,11.48,21.53,66.99
349,patishapta,vegetarian,264.0,42.24,8.448,8.448,21.12,3.168,0.0,gluten,west bengal,100,dinner,0.032,1.056,8.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.15471083987311282,0.2303768115942029,0.5512328767123288,33.792,76.03200000000001,168.96,12.12,27.27,60.61
350,chhena poda,vegetarian,302.0,45.3,8.053333334,10.06666667,25.16666667,4.026666667,0.0,gluten,west bengal,100,dinner,0.02666666667,1.006666667,2.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14668216605155862,0.2772946860869565,0.5931506849315068,32.213333336,90.60000003,181.2,10.6,29.8,59.6
351,bengali sandesh,vegetarian,202.0,27.54545454,6.427272727,5.509090909,16.52727273,1.836363636,0.0,gluten,west bengal,100,dinner,0.03181818182,0.9181818182,5.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.11360333940527334,0.1451910408405797,0.34993773342465756,25.709090908,49.581818181,110.18181816,13.86,26.73,59.41
352,ras malai,vegetarian,347.0,44.61428572,7.931428573,14.87142857,24.78571429,2.974285715,0.0,gluten,west bengal,100,dinner,0.02285714286,0.9914285714,0.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14420226681587422,0.41656314695652175,0.5837573386301369,31.725714292,133.84285713,178.45714288,9.22,38.9,51.87
353,chomchom,vegetarian,159.0,27.825,4.968750001,2.981250001,14.90625,0.9937500002,0.0,gluten,west bengal,100,dinner,0.03125,0.99375,-0.5,1,Low,['gluten'],False,False,False,False,False,False,False,False,True,False,0.08393272306703409,0.07192028988405798,0.3537671232876712,19.875000004,26.831250008999998,111.3,12.58,16.98,70.44
354,amriti,vegetarian,309.0,57.22222222,8.011111111,10.3,17.16666667,3.433333333,0.0,gluten,west bengal,100,dinner,0.02592592593,1.144444444,11.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14582324259616877,0.28405797101449276,0.7564687975342466,32.044444444,92.7,228.88888888,9.06,26.21,64.72
355,doi maach,vegetarian,400.0,30.0,25.0,20.0,6.0,3.0,60.0,fish,west bengal,100,dinner,0.0625,1.0,67.0,1,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.4914269107823407,0.5652173913043479,0.3835616438356164,100.0,180.0,120.0,25.0,45.0,30.0
356,alu posto,vegetarian,244.0,34.16,7.808,7.808,4.88,3.904,0.0,gluten,west bengal,100,dinner,0.032,0.976,32.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14169136878914074,0.21182608695652172,0.4405479452054794,31.232,70.27199999999999,136.64,13.11,29.51,57.38
357,shukto bhaja,vegetarian,262.0,33.96296297,7.762962964,9.703703705,3.881481482,4.851851853,0.0,gluten,west bengal,100,dinner,0.02962962963,0.9703703704,36.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14077518380803164,0.2667740204347826,0.43784880780821916,31.051851856,87.333333345,135.85185188,12.21,34.35,53.44
358,bengali fish curry,non-vegetarian,408.0,37.57894737,23.62105263,21.47368421,6.442105263,4.294736842,53.68421053,fish,west bengal,100,lunch,0.05789473684,1.073684211,62.0,1,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.46337508982916203,0.6079328756521739,0.48738284068493154,94.48421052,193.26315788999997,150.31578948,21.57,44.12,34.31
359,bengali egg curry,non-vegetarian,306.0,40.8,14.28,10.2,4.08,5.1,0.0,gluten,west bengal,100,lunch,0.04666666667,1.02,60.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.2733507701258084,0.281159420289855,0.5315068493150684,57.12,91.8,163.2,18.3,29.41,52.29
360,bhapa doi,vegetarian,327.9999999,42.17142856,9.371428569,11.24571428,16.86857142,2.811428571,0.0,gluten,west bengal,100,dinner,0.02857142857,0.9371428571,19.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.17349607667343972,0.3114699791304348,0.5502935419178082,37.485714276,101.21142852,168.68571424,12.2,32.93,54.88
361,masala prawn curry,non-vegetarian,400.0,28.57142857,23.80952381,19.04761905,5.714285714,2.857142857,57.14285714,shrimp,west bengal,100,lunch,0.05952380952,0.9523809524,67.0,1,High,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.467209144638806,0.5376121463768117,0.36399217219178076,95.23809524,171.42857145000002,114.28571428,25.0,45.0,30.0
362,bengali kathi roll,vegetarian,462.0,56.46666667,20.53333333,18.48,7.186666667,4.106666667,0.0,gluten,west bengal,100,dinner,0.04444444444,1.026666667,77.5,1,High,['gluten'],False,False,False,False,False,False,False,False,True,False,0.4005618521076425,0.5211594202898552,0.7461187215068493,82.13333332,166.32,225.86666668,17.32,35.06,47.62
363,shorshe paturi,vegetarian,378.0000001,24.86842106,19.89473685,21.88421053,4.973684212,2.984210527,69.63157897,fish,west bengal,100,dinner,0.05263157895,0.9947368421,43.5,2,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.3875709327237576,0.6198321892753624,0.3132660419178082,79.5789474,196.95789477,99.47368424,21.16,52.38,26.46
364,bengali baingan bhaja,vegetarian,216.0000001,25.92000001,5.184000002,6.912000002,3.456000001,3.456000001,0.0,gluten,west bengal,100,dinner,0.024,0.864,26.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.08831153738554107,0.18585507252173913,0.3276712330136986,20.736000008,62.208000018,103.68000004,11.11,33.33,55.56
365,shorshe ilish bhorta,vegetarian,476.0,35.7,30.94,30.345,5.95,4.76,89.25,fish,west bengal,100,dinner,0.065,1.13375,67.0,6,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.6122638767804566,0.865072463768116,0.46164383561643835,123.76,273.105,142.8,22.93,50.61,26.46
366,kachauli,vegetarian,232.0,40.6,5.8,9.28,4.64,3.48,0.0,gluten,west bengal,100,dinner,0.025,1.16,20.0,1,Low,['gluten'],False,False,False,False,False,False,False,False,True,False,0.10084277826317833,0.2544927536231884,0.5287671232876712,23.2,83.52,162.4,8.62,31.03,60.34
367,bengali sondesh,vegetarian,189.0,31.5,6.3,5.25,15.75,3.15,0.0,gluten,west bengal,100,dinner,0.03333333333,1.05,7.5,1,Low,['gluten'],False,False,False,False,False,False,False,False,True,False,0.11101424004753152,0.13768115942028986,0.40410958904109584,25.2,47.25,126.0,12.7,23.81,63.49
368,chingri bhorta,vegetarian,398.0,37.3125,24.875,27.3625,7.4625,2.4875,74.625,shrimp,west bengal,100,dinner,0.0625,1.24375,45.0,6,Medium,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.4888840453362524,0.7786231884057971,0.4837328767123288,99.5,246.26250000000002,149.25,20.1,49.75,30.15
369,shorshe ilish bhorta,vegetarian,425.0,22.26190476,28.33333333,25.29761905,8.095238095,3.035714286,75.89285714,fish,west bengal,100,dinner,0.06666666667,1.011904762,68.5,6,High,['fish'],False,False,False,False,False,False,True,False,False,False,0.5592366559435522,0.7187715666666668,0.2775603391780822,113.33333332,227.67857145000002,89.04761904,26.35,52.94,20.71
370,bengali macher kalia,vegetarian,420.0,35.0,25.0,20.0,6.0,3.0,60.0,fish,west bengal,100,dinner,0.05952380952,1.0,67.0,1,High,['fish'],False,False,False,False,False,False,True,False,False,False,0.4914269107823407,0.5652173913043479,0.4520547945205479,100.0,180.0,140.0,23.81,42.86,33.33
371,dimer bora,vegetarian,250.0,30.0,10.0,10.0,4.0,3.0,0.0,gluten,west bengal,100,dinner,0.04,1.0,40.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1862830572517451,0.2753623188405797,0.3835616438356164,40.0,90.0,120.0,16.0,36.0,48.0
372,sorshe ilish bhuna,vegetarian,457.0,31.88372093,29.75813953,26.56976744,8.502325581,3.188372093,74.39534884,fish,west bengal,100,dinner,0.06511627907,1.062790698,71.0,2,High,['fish'],False,False,False,False,False,False,True,False,False,False,0.5882213795703711,0.7556454330434783,0.40936604013698624,119.03255812,239.12790696,127.53488372,24.51,49.23,26.26
373,chingri malai,vegetarian,450.0,32.72727273,22.5,26.07954545,7.159090909,2.045454545,66.47727273,shrimp,west bengal,100,dinner,0.05,1.0125,49.0,4,High,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.44056960186057476,0.7414361,0.42092154424657535,90.0,234.71590905000002,130.90909092,19.75,51.52,28.73
374,alu bhorta,vegetarian,232.0,35.30434783,5.043478261,8.069565218,3.026086957,5.043478261,0.0,gluten,west bengal,100,dinner,0.02173913043,1.008695652,25.5,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.0854529143486365,0.21940768747826084,0.45622394287671225,20.173913044,72.62608696199999,141.21739132,8.62,31.03,60.34
375,shorshe bata macher bhorta,vegetarian,425.0,29.75,23.375,26.5625,5.3125,4.25,63.75,fish,west bengal,100,dinner,0.055,1.0625,58.5,1,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.45836965998319285,0.7554347826086957,0.38013698630136983,93.5,239.0625,119.0,20.71,52.94,26.35
376,bengali pulao,vegetarian,313.9999999,44.85714284,5.382857141,8.971428568,4.485714284,3.588571427,0.0,gluten,west bengal,100,dinner,0.01714285714,0.8971428571,24.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.09235687296530967,0.24554865414492755,0.5870841484931507,21.531428564,80.742857112,179.42857136,7.64,28.66,63.69
377,chingri bhorta,vegetarian,380.0,33.25,26.125,23.75,7.125,3.5625,71.25,shrimp,west bengal,100,dinner,0.06875,1.1875,55.0,6,Medium,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.5143126997971353,0.673913043478261,0.4280821917808219,104.5,213.75,133.0,23.16,47.37,29.47
378,chingri malai prawn,non-vegetarian,460.0,31.36363636,23.0,26.65909091,6.272727273,2.090909091,73.18181818,shrimp,west bengal,100,dinner,0.05,0.9943181818,48.0,2,High,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.45074106364492794,0.7582345191304348,0.40224159397260273,92.0,239.93181819,125.45454544,20.11,52.46,27.43
379,shorshe ilish paturi,vegetarian,452.0,21.52380952,30.67142857,27.44285714,7.533333334,3.228571429,80.71428572,fish,west bengal,100,dinner,0.06785714286,1.008333333,72.0,2,High,['fish'],False,False,False,False,False,False,True,False,False,False,0.6068003487072283,0.7809523808695653,0.26744944547945204,122.68571428,246.98571426,86.09523808,26.92,54.19,18.89
380,macher tenga,vegetarian,338.0,45.06666667,24.78666667,11.26666667,4.506666667,3.38,56.33333333,fish,west bengal,100,dinner,0.07333333333,1.126666667,63.0,1,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.4870870871554931,0.31207729478260865,0.5899543379452054,99.14666668,101.40000003,180.26666668,26.04,26.63,47.34
381,kosha mangsho,vegetarian,595.0,47.6,33.915,30.345,5.95,4.76,77.35,beef,west bengal,100,dinner,0.057,1.007,82.0,3,High,['beef'],False,False,False,False,False,False,False,False,False,False,0.672784074397358,0.865072463768116,0.6246575342465753,135.66,273.105,190.4,22.64,45.58,31.78
382,shorshe bata bhorta,vegetarian,372.0,34.875,20.925,23.25,5.8125,4.65,69.75,fish,west bengal,100,dinner,0.05625,1.1625,42.5,1,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.40852949723986226,0.6594202898550725,0.4503424657534246,83.7,209.25,139.5,19.35,48.39,32.26
383,dimer dalna,vegetarian,280.0,41.48148148,12.44444444,8.296296296,3.111111111,5.185185185,0.0,gluten,west bengal,100,lunch,0.04444444444,1.037037037,53.5,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.23601020366261433,0.22597960278260867,0.5408422120547944,49.77777776,74.66666666399999,165.92592592,17.14,25.71,57.14
384,shorshe bata machher jhol,vegetarian,414.0,36.225,28.98,18.63,6.21,3.105,62.1,fish,west bengal,100,dinner,0.07,1.035,79.0,1,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.5723917465857921,0.5255072463768116,0.46883561643835614,115.92,167.67,144.9,27.05,39.13,33.82
385,beguni,vegetarian,220.0,33.0,7.7,8.8,3.3,3.3,0.0,gluten,west bengal,100,dinner,0.035,1.1,29.5,1,Low,['gluten'],False,False,False,False,False,False,False,False,True,False,0.13949433304372044,0.24057971014492757,0.4246575342465753,30.8,79.2,132.0,12.73,32.73,54.55
386,macher bhorta,vegetarian,374.0,28.33333333,31.73333333,20.4,5.666666667,3.4,68.0,fish,west bengal,100,dinner,0.08484848485,1.133333333,80.5,1,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.6284025960771539,0.5768115942028985,0.3607305935616438,126.93333332,183.6,113.33333332,29.95,43.32,26.74
387,chingri malai,vegetarian,416.9999999,25.94666666,18.53333333,23.16666666,8.339999997,1.853333333,69.49999998,shrimp,west bengal,100,dinner,0.04444444444,0.9266666667,33.0,4,High,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.35987600497022976,0.6570048307246378,0.3280365295890411,74.13333332,208.49999994,103.78666664,19.18,53.96,26.86
388,patishapta,vegetarian,277.9999999,39.7142857,6.949999997,9.928571425,19.85714285,2.978571427,0.0,gluten,west bengal,100,dinner,0.025,0.9928571429,4.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1242371403061619,0.27329192536231883,0.5166340506849314,27.799999988,89.357142825,158.8571428,10.07,32.37,57.55
389,chingri bhuna,vegetarian,406.0,32.05263158,23.50526316,23.50526316,6.410526316,3.205263158,64.10526316,shrimp,west bengal,100,dinner,0.05789473684,1.068421053,55.0,4,Medium,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.46101959349089094,0.6668192220289855,0.41167988465753425,94.02105264,211.54736843999999,128.21052632,21.67,48.77,29.56
390,bengali aloo macher jhol,vegetarian,320.0,35.0,18.0,12.0,6.0,3.0,50.0,fish,west bengal,100,dinner,0.05625,1.0,44.0,1,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.3490264458013961,0.3333333333333333,0.4520547945205479,72.0,108.0,140.0,22.5,33.75,43.75
391,chingri paturi,vegetarian,378.0000001,24.86842106,19.89473685,21.88421053,5.968421054,2.984210527,69.63157897,shrimp,west bengal,100,dinner,0.05263157895,0.9947368421,42.0,2,Medium,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.3875709327237576,0.6198321892753624,0.3132660419178082,79.5789474,196.95789477,99.47368424,21.16,52.38,26.46
392,macher manna,vegetarian,405.9999999,28.99999999,21.26666666,21.26666666,6.766666664,2.899999999,57.99999998,fish,west bengal,100,dinner,0.05238095238,0.9666666667,53.5,2,High,['fish'],False,False,False,False,False,False,True,False,False,False,0.4154799959902174,0.6019323669565217,0.3698630135616438,85.06666664,191.39999994,115.99999996,21.67,48.77,29.56
393,shorshe ilish bhaja,vegetarian,484.0,33.05365854,33.64390244,30.10243902,7.082926829,3.541463415,88.53658537,fish,west bengal,100,dinner,0.06951219512,1.11097561,73.5,2,High,['fish'],False,False,False,False,False,False,True,False,False,False,0.6672691574546151,0.8580417107246376,0.425392582739726,134.57560976,270.92195118,132.21463416,25.03,50.38,24.59
394,chingri bhorta,vegetarian,362.0,33.9375,22.625,20.3625,6.7875,3.39375,67.875,shrimp,west bengal,100,dinner,0.0625,1.13125,47.0,6,Medium,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.44311246730666304,0.5757246376811594,0.4375,90.5,183.26250000000002,135.75,22.1,44.75,33.15
395,shukto bhaja,vegetarian,262.0,33.96296297,7.762962964,9.703703705,3.881481482,4.851851853,0.0,gluten,west bengal,100,dinner,0.02962962963,0.9703703704,36.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14077518380803164,0.2667740204347826,0.43784880780821916,31.051851856,87.333333345,135.85185188,12.21,34.35,53.44
396,kolar bora,vegetarian,224.0,30.54545455,8.145454546,8.145454546,5.090909091,3.054545455,0.0,gluten,west bengal,100,dinner,0.03636363636,1.018181818,30.5,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14855618082633124,0.22160737814492754,0.3910336239726027,32.581818184,73.309090914,122.1818182,14.29,32.14,53.57
397,bengali moong dal,vegetarian,272.0,43.52,10.88,8.704,2.176,5.44,0.0,gluten,west bengal,100,lunch,0.04,1.088,47.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.20418482999220672,0.23779710144927535,0.5687671232876712,43.52,78.33600000000001,174.08,14.71,26.47,58.82
398,bengali bhuna khichuri,vegetarian,367.0000001,48.2894737,7.726315792,14.48684211,5.794736844,3.863157896,0.0,gluten,west bengal,100,dinner,0.02105263158,0.9657894737,31.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14002967318902643,0.4054157133333333,0.6341023794520548,30.905263168,130.38157899,193.1578948,8.72,36.78,54.5
399,sorshe ilish bhuna,vegetarian,457.0,31.88372093,29.75813953,26.56976744,8.502325581,3.188372093,74.39534884,fish,west bengal,100,dinner,0.06511627907,1.062790698,71.0,2,High,['fish'],False,False,False,False,False,False,True,False,False,False,0.5882213795703711,0.7556454330434783,0.40936604013698624,119.03255812,239.12790696,127.53488372,24.51,49.23,26.26
400,dhokar dalna,vegetarian,300.0,39.31034483,10.34482759,12.4137931,3.103448276,6.206896552,0.0,gluten,west bengal,100,lunch,0.03448275862,1.034482759,47.5,3,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1932978585594963,0.34532733623188405,0.511100614109589,41.37931036,111.72413789999999,157.24137932,13.33,36.0,50.67
401,chingri malai curry,vegetarian,450.0,32.0,22.0,25.5,7.0,3.0,65.0,shrimp,west bengal,100,lunch,0.04888888889,0.99,51.0,3,High,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.43039814007622157,0.7246376811594204,0.410958904109589,88.0,229.5,128.0,19.75,51.52,28.73
402,alu bhorta,vegetarian,239.9999999,33.59999999,6.719999998,7.679999998,3.839999999,4.799999998,0.0,gluten,west bengal,100,dinner,0.028,0.96,32.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.11955826790570234,0.2081159419710145,0.4328767121917808,26.879999992,69.11999998200001,134.39999996,11.67,30.0,58.33
403,kosha mangsho,vegetarian,595.0,47.6,33.915,30.345,5.95,4.76,77.35,beef,west bengal,100,dinner,0.057,1.007,82.0,3,High,['beef'],False,False,False,False,False,False,False,False,False,False,0.672784074397358,0.865072463768116,0.6246575342465753,135.66,273.105,190.4,22.64,45.58,31.78
404,bhapa doi,vegetarian,328.0,46.125,10.25,12.3,18.45,3.075,0.0,gluten,west bengal,100,dinner,0.03125,1.025,19.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1913687881439217,0.3420289855072464,0.6044520547945205,41.0,110.7,184.5,12.2,32.93,54.88
405,chingri bhuna,vegetarian,418.0,29.85714286,24.88095238,21.8952381,5.971428571,2.985714286,59.71428571,shrimp,west bengal,100,dinner,0.05952380952,0.9952380952,67.0,4,High,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.48900513414764424,0.6201518289855074,0.3816046967123287,99.52380952,197.0571429,119.42857144,23.92,47.37,28.71
406,macher paturi,vegetarian,408.0,30.0631579,21.47368421,25.76842105,6.442105263,3.221052632,69.78947369,fish,west bengal,100,dinner,0.05263157895,1.073684211,44.5,1,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.41969133818724824,0.7324180014492755,0.3844268205479452,85.89473684,231.91578945,120.2526316,19.61,52.94,27.45
407,shorshe ilish bhorta,vegetarian,434.0,30.38,23.87,27.6675,6.51,3.255,75.95,fish,west bengal,100,dinner,0.055,1.07375,50.0,6,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.4684394071497025,0.7874637681159421,0.3887671232876712,95.48,249.0075,121.52,20.49,53.43,26.08
408,bengali macher bhorta,vegetarian,335.0,30.45454545,20.3030303,15.22727273,5.075757576,3.045454545,55.83333333,fish,west bengal,100,dinner,0.06060606061,1.015151515,51.0,1,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.395876815170711,0.4268774704347826,0.3897882938356164,81.2121212,137.04545457,121.8181818,23.88,40.3,35.82
409,shorshe ilish paturi,vegetarian,444.0,21.14285714,29.6,26.95714286,8.457142858,4.228571429,74.0,fish,west bengal,100,dinner,0.06666666667,1.003571429,73.0,2,High,['fish'],False,False,False,False,False,False,True,False,False,False,0.58500435919839,0.7668737060869566,0.2622309197260274,118.4,242.61428574,84.57142856,26.57,54.45,18.98
410,chingri malai,vegetarian,416.9999999,25.94666666,18.53333333,23.16666666,6.486666665,1.853333333,64.86666665,shrimp,west bengal,100,dinner,0.04444444444,0.9266666667,38.5,4,High,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.35987600497022976,0.6570048307246378,0.3280365295890411,74.13333332,208.49999994,103.78666664,19.18,53.96,26.86
411,shorshe ilish bhaja,vegetarian,484.0,33.05365854,33.64390244,30.10243902,8.263414634,4.72195122,88.53658537,fish,west bengal,100,dinner,0.06951219512,1.11097561,74.0,2,High,['fish'],False,False,False,False,False,False,True,False,False,False,0.6672691574546151,0.8580417107246376,0.425392582739726,134.57560976,270.92195118,132.21463416,25.03,50.38,24.59
412,dhokar dalna,vegetarian,271.9999999,36.9142857,11.65714285,7.771428569,2.914285713,4.857142856,0.0,gluten,west bengal,100,lunch,0.04285714286,0.9714285714,53.5,3,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.21999418759172334,0.21076604547826086,0.4782778863013698,46.6285714,69.942857121,147.6571428,17.65,26.47,55.88
413,shorshe ilish bhorta,vegetarian,425.0,22.26190476,28.33333333,25.29761905,8.095238095,3.035714286,75.89285714,fish,west bengal,100,dinner,0.06666666667,1.011904762,68.5,6,High,['fish'],False,False,False,False,False,False,True,False,False,False,0.5592366559435522,0.7187715666666668,0.2775603391780822,113.33333332,227.67857145000002,89.04761904,26.35,52.94,20.71
414,chingri bhorta,vegetarian,398.0,37.3125,24.875,27.3625,6.21875,4.975,74.625,shrimp,west bengal,100,dinner,0.0625,1.24375,50.5,6,Medium,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.4888840453362524,0.7786231884057971,0.4837328767123288,99.5,246.26250000000002,149.25,20.1,49.75,30.15
415,chingri malai prawn,non-vegetarian,433.0,28.86666667,21.16888889,24.05555556,6.735555555,2.886666667,67.35555555,shrimp,west bengal,100,dinner,0.04888888889,0.9622222222,48.5,2,High,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.4134909102883889,0.6827697263768115,0.3680365297260274,84.67555556,216.50000003999997,115.46666668,20.32,51.96,27.71
416,shorshe bata macher jhol,vegetarian,414.0,36.225,28.98,18.63,6.21,3.105,62.1,fish,west bengal,100,dinner,0.07,1.035,79.0,2,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.5723917465857921,0.5255072463768116,0.46883561643835614,115.92,167.67,144.9,27.05,39.13,33.82
417,chingri bhuna,vegetarian,406.0,32.05263158,23.50526316,23.50526316,6.410526316,3.205263158,64.10526316,shrimp,west bengal,100,dinner,0.05789473684,1.068421053,55.0,4,Medium,['shrimp'],False,False,False,False,False,False,False,False,False,False,0.46101959349089094,0.6668192220289855,0.41167988465753425,94.02105264,211.54736843999999,128.21052632,21.67,48.77,29.56
418,bengali bhuna khichuri,vegetarian,367.0000001,48.2894737,7.726315792,14.48684211,5.794736844,3.863157896,0.0,gluten,west bengal,100,dinner,0.02105263158,0.9657894737,31.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14002967318902643,0.4054157133333333,0.6341023794520548,30.905263168,130.38157899,193.1578948,8.72,36.78,54.5
419,shorshe ilish bhuna,vegetarian,457.0,31.88372093,29.75813953,26.56976744,8.502325581,3.188372093,74.39534884,fish,west bengal,100,dinner,0.06511627907,1.062790698,71.0,1,High,['fish'],False,False,False,False,False,False,True,False,False,False,0.5882213795703711,0.7556454330434783,0.40936604013698624,119.03255812,239.12790696,127.53488372,24.51,49.23,26.26
420,khandvi,vegetarian,161.0,26.83333333,4.293333333,5.366666667,2.146666667,2.146666667,0.0,gluten,gujarat,100,dinner,0.02666666667,1.073333333,17.0,5,Low,['gluten'],False,False,False,False,False,False,False,False,True,False,0.07019277341287974,0.14106280194202897,0.34018264835616435,17.173333332,48.300000002999994,107.33333332,9.94,27.95,62.11
421,thepla,vegetarian,256.0,46.54545455,6.981818182,9.309090909,3.490909091,4.654545455,0.0,gluten,gujarat,100,dinner,0.02727272727,1.163636364,27.5,3,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.12488441521171184,0.2553359683768116,0.6102117061643836,27.927272728,83.781818181,186.1818182,9.37,28.12,62.5
422,handvo,vegetarian,278.0,44.48,7.784,11.12,3.336,5.56,0.0,gluten,gujarat,100,dinner,0.028,1.112,33.5,4,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14120313862349176,0.3078260869565217,0.581917808219178,31.136,100.08,177.92,10.07,32.37,57.55
423,undhiyu,vegetarian,402.0,52.89473684,10.57894737,19.04210526,5.289473684,6.347368421,42.31578948,legumes,gujarat,100,dinner,0.02631578947,1.057894737,24.5,5,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.19806053934995865,0.5374523263768116,0.6971881758904109,42.31578948,171.37894734,211.57894736,9.95,40.3,49.75
424,patra,vegetarian,231.0,40.425,8.085,8.085,3.465,5.775,0.0,gluten,gujarat,100,dinner,0.035,1.155,33.5,7,Low,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1473263586176724,0.21985507246376815,0.5263698630136986,32.34,72.76500000000001,161.7,12.12,27.27,60.61
425,dal dhokli,vegetarian,364.0,52.0,14.56,12.48,6.24,6.24,0.0,gluten,gujarat,100,lunch,0.04,1.04,59.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.2790467887250462,0.3472463768115942,0.684931506849315,58.24,112.32000000000001,208.0,15.38,29.67,54.95
426,sev tameta,vegetarian,327.0,46.71428572,9.342857143,17.51785714,8.175,5.839285715,0.0,gluten,gujarat,100,dinner,0.02857142857,1.167857143,31.5,4,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.17291485033807275,0.4932712214492753,0.6125244619178082,37.371428572,157.66071426,186.85714288,9.79,41.28,48.93
427,khichdi,vegetarian,318.0,47.7,12.72,10.6,4.24,6.36,0.0,gluten,gujarat,100,dinner,0.04,1.06,54.0,9,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.24161580935862642,0.2927536231884058,0.626027397260274,50.88,95.39999999999999,190.8,15.09,28.3,56.6
428,gujarati kadhi,vegetarian,204.0,31.73333333,5.666666667,9.066666666,3.4,2.266666667,0.0,dairy,gujarat,100,dinner,0.02777777778,1.133333333,19.5,2,Low,['dairy'],False,False,False,False,False,False,False,False,False,False,0.09813038846079847,0.24830917872463765,0.40730593602739723,22.666666668,81.599999994,126.93333332,9.8,35.29,54.9
